Pattern,Fichier,Detail
titre-tronque,sources/shabbat/siman-325/niveau-3-synthese.html,"Siman <bdi>שכ""ה</bdi> · Niveau 3 — Non-juif qui travaille pour | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-325/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-325/niveau-2-lamdan-he.html,3 meta
meta-gershayim,sources/shabbat/siman-324/niveau-2-lamdan-en.html,3 meta
titre-tronque,sources/shabbat/siman-324/niveau-2-lamdan-en.html,"Siman <bdi>שכ""ד</bdi> · Level 2 — Préparer la nourriture pour | Hilkhot Shabbat"
compteur-3-niveaux,sources/shabbat/siman-324/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-324/niveau-1-base.html,4 meta
titre-tronque,sources/shabbat/siman-324/niveau-1-base.html,"Siman <bdi>שכ""ד</bdi> · Niveau 1 — Préparer la nourriture pour | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-324/niveau-3-synthese-he.html,2 meta
coquille-sikhot,sources/shabbat/siman-324/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-324/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-324/niveau-4-daat-harav-he.html,2 meta
meta-gershayim,sources/shabbat/siman-324/niveau-2-lamdan.html,3 meta
titre-tronque,sources/shabbat/siman-324/niveau-2-lamdan.html,"Siman <bdi>שכ""ד</bdi> · Niveau 2 — Préparer la nourriture pour | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-324/niveau-3-synthese.html,3 meta
titre-tronque,sources/shabbat/siman-324/niveau-3-synthese.html,"Siman <bdi>שכ""ד</bdi> · Niveau 3 — Préparer la nourriture pour | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-324/niveau-1-base-he.html,2 meta
meta-gershayim,sources/shabbat/siman-324/niveau-2-lamdan-he.html,3 meta
titre-tronque,sources/shabbat/siman-324/niveau-2-lamdan-he.html,"Siman <bdi>שכ""ד</bdi> · רמה 2 — Préparer la nourriture pour les | הלכות שבת"
coquille-sikhot,sources/shabbat/siman-363/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-363/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-363/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-363/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-363/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-363/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-363/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-363/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-363/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-363/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-363/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-363/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-363/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-363/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-363/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-363/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-353/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-353/niveau-2-lamdan-en.html,3 meta
compteur-3-niveaux,sources/shabbat/siman-353/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-353/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-353/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-353/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-353/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-353/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-353/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-353/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-353/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-353/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-339/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-339/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-339/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-339/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-339/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-339/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-339/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-339/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-339/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-339/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-339/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-339/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-339/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-339/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-339/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-269/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-269/niveau-4-daat-harav-en.html,3 meta
titre-tronque,sources/shabbat/siman-269/niveau-4-daat-harav-en.html,Siman 269 · Level 4 Daat HaRav — Shittah (שיטה) of | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-269/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-269/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-269/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-269/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-269/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-269/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-269/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-269/niveau-4-daat-harav-he.html,5 meta
siman-siman-duplique,sources/shabbat/siman-269/niveau-4-daat-harav-he.html,סימן (סימן)
meta-gershayim,sources/shabbat/siman-269/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-269/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-269/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-269/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-269/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-330/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-330/niveau-2-lamdan-en.html,3 meta
titre-tronque,sources/shabbat/siman-330/niveau-2-lamdan-en.html,"Siman <bdi>ש""ל</bdi> · Level 2 — La parturiente (yoledet) à | Hilkhot Shabbat"
compteur-3-niveaux,sources/shabbat/siman-330/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-330/niveau-1-base.html,4 meta
titre-tronque,sources/shabbat/siman-330/niveau-1-base.html,"Siman <bdi>ש""ל</bdi> · Niveau 1 — La parturiente (yoledet) à | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-330/niveau-3-synthese-he.html,2 meta
coquille-sikhot,sources/shabbat/siman-330/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-330/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-330/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-330/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-330/niveau-2-lamdan.html,3 meta
titre-tronque,sources/shabbat/siman-330/niveau-2-lamdan.html,"Siman <bdi>ש""ל</bdi> · Niveau 2 — La parturiente (yoledet) à | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-330/niveau-3-synthese.html,3 meta
titre-tronque,sources/shabbat/siman-330/niveau-3-synthese.html,"Siman <bdi>ש""ל</bdi> · Niveau 3 — La parturiente (yoledet) à | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-330/niveau-1-base-he.html,2 meta
meta-gershayim,sources/shabbat/siman-330/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-338/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-338/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-338/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-338/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-338/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-338/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-338/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-338/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-338/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-338/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-338/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-338/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-338/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-338/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-338/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-303/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-303/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-303/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-303/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-303/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-303/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-303/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-303/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-303/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-303/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-303/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-303/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-303/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-303/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-303/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-273/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-273/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-273/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-273/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-273/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-273/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-273/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-273/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-273/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-273/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-273/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-273/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-273/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-273/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-273/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-273/niveau-2-lamdan-he.html,3 meta
titre-tronque,sources/shabbat/siman-273/niveau-2-lamdan-he.html,"Siman <bdi>רע""ג</bdi> · רמה 2 — Le kiddoush doit être au lieu du | הלכות שבת"
coquille-sikhot,sources/shabbat/siman-315/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-315/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-315/niveau-2-lamdan-en.html,3 meta
titre-tronque,sources/shabbat/siman-315/niveau-2-lamdan-en.html,"Siman <bdi>שט""ו</bdi> · Level 2 — Faire un אהל (toit/abri) à | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-315/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-315/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-315/niveau-1-base.html,4 meta
titre-tronque,sources/shabbat/siman-315/niveau-1-base.html,"Siman <bdi>שט""ו</bdi> · Niveau 1 — Faire un אהל (toit/abri) à | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-315/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-315/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-315/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-315/niveau-2-lamdan.html,3 meta
titre-tronque,sources/shabbat/siman-315/niveau-2-lamdan.html,"Siman <bdi>שט""ו</bdi> · Niveau 2 — Faire un אהל (toit/abri) à | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-315/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-315/niveau-3-synthese.html,3 meta
titre-tronque,sources/shabbat/siman-315/niveau-3-synthese.html,"Siman <bdi>שט""ו</bdi> · Niveau 3 — Faire un אהל (toit/abri) à | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-315/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-344/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-344/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-344/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-344/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-344/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-344/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-344/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-344/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-344/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-344/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-344/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-344/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-344/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-344/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-344/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-344/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-305/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-305/niveau-4-daat-harav-en.html,3 meta
commentaire-a-verifier,sources/shabbat/siman-305/niveau-4-daat-harav-en.html,2
meta-gershayim,sources/shabbat/siman-305/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-305/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-305/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-305/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-305/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-305/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-305/niveau-4-daat-harav.html,3 meta
commentaire-a-verifier,sources/shabbat/siman-305/niveau-4-daat-harav.html,2
meta-gershayim,sources/shabbat/siman-305/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-305/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-305/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-305/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-305/niveau-1-base-he.html,4 meta
titre-tronque,sources/shabbat/siman-305/index-en.html,Siman 305 — With what an animal may go out on | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-305/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-277/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-277/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-277/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-277/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-277/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-277/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-277/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-277/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-277/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-277/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-277/niveau-4-daat-harav-he.html,5 meta
siman-siman-duplique,sources/shabbat/siman-277/niveau-4-daat-harav-he.html,סימן (סימן)
meta-gershayim,sources/shabbat/siman-277/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-277/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-277/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-277/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-277/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-243/niveau-4-daat-harav-en.html,סיכות (→שיחות)
compteur-3-niveaux,sources/shabbat/siman-243/index.html,les 3 niveaux
titre-tronque,sources/shabbat/siman-243/index.html,Siman רמ״ג — Louer son bain ou son champ à un | Hilkhot Shabbat
coquille-sikhot,sources/shabbat/siman-243/niveau-4-daat-harav.html,סיכות (→שיחות)
titre-siman-242,sources/shabbat/siman-243/niveau-4-daat-harav.html,Siman 242 · Niveau 4 — Chitah de l'Admour HaZaken | Hilkhot Shabbat
